camera_id,camera_name,latitude,longitude,timestamp,vehicle_count,density_pct,avg_speed_kmph,congestion_level
CAM02,Dwaraka Nagar Signal,17.7326,83.3078,2026-08-31 21:00:00,44,48.5,26.9,Medium
CAM02,Dwaraka Nagar Signal,17.7326,83.3078,2026-08-31 22:00:00,9,10.9,51.3,Low
CAM02,Dwaraka Nagar Signal,17.7326,83.3078,2026-08-31 23:00:00,17,16.4,42.6,Low
CAM02,Dwaraka Nagar Signal,17.7326,83.3078,2026-09-01 00:00:00,8,8.5,37.8,Low
CAM02,Dwaraka Nagar Signal,17.7326,83.3078,2026-09-01 01:00:00,20,17.9,45.4,Low
CAM02,Dwaraka Nagar Signal,17.7326,83.3078,2026-09-01 02:00:00,13,13.0,37.4,Low
CAM02,Dwaraka Nagar Signal,17.7326,83.3078,2026-09-01 03:00:00,12,13.4,48.8,Low
CAM02,Dwaraka Nagar Signal,17.7326,83.3078,2026-09-01 04:00:00,6,7.4,44.1,Low
CAM02,Dwaraka Nagar Signal,17.7326,83.3078,2026-09-01 05:00:00,14,16.6,36.1,Low
CAM02,Dwaraka Nagar Signal,17.7326,83.3078,2026-09-01 06:00:00,37,37.4,23.0,Low
CAM02,Dwaraka Nagar Signal,17.7326,83.3078,2026-09-01 07:00:00,55,54.1,32.4,Medium
CAM03,RTC Complex,17.728,83.3128,2026-08-31 08:00:00,67,74.3,18.1,High
CAM03,RTC Complex,17.728,83.3128,2026-08-31 09:00:00,90,81.4,9.6,High
CAM03,RTC Complex,17.728,83.3128,2026-08-31 10:00:00,49,43.6,24.1,Medium
CAM03,RTC Complex,17.728,83.3128,2026-08-31 11:00:00,53,51.2,20.2,Medium
CAM03,RTC Complex,17.728,83.3128,2026-08-31 12:00:00,51,55.2,25.5,Medium
CAM03,RTC Complex,17.728,83.3128,2026-08-31 13:00:00,41,40.4,22.2,Medium
CAM03,RTC Complex,17.728,83.3128,2026-08-31 14:00:00,42,46.6,25.8,Medium
CAM03,RTC Complex,17.728,83.3128,2026-08-31 15:00:00,51,44.2,26.9,Medium
CAM03,RTC Complex,17.728,83.3128,2026-08-31 16:00:00,34,34.9,23.7,Low
CAM03,RTC Complex,17.728,83.3128,2026-08-31 17:00:00,54,51.4,25.5,Medium
CAM03,RTC Complex,17.728,83.3128,2026-08-31 18:00:00,57,71.2,8.5,High
CAM03,RTC Complex,17.728,83.3128,2026-08-31 19:00:00,67,72.2,19.6,High
CAM03,RTC Complex,17.728,83.3128,2026-08-31 20:00:00,38,44.2,29.1,Medium
CAM03,RTC Complex,17.728,83.3128,2026-08-31 21:00:00,41,39.8,34.0,Low
CAM03,RTC Complex,17.728,83.3128,2026-08-31 22:00:00,11,12.9,43.3,Low
CAM03,RTC Complex,17.728,83.3128,2026-08-31 23:00:00,13,16.6,54.1,Low
CAM03,RTC Complex,17.728,83.3128,2026-09-01 00:00:00,7,9.7,36.2,Low
CAM03,RTC Complex,17.728,83.3128,2026-09-01 01:00:00,16,16.7,36.2,Low
CAM03,RTC Complex,17.728,83.3128,2026-09-01 02:00:00,4,5.6,53.6,Low
CAM03,RTC Complex,17.728,83.3128,2026-09-01 03:00:00,6,7.0,38.2,Low
CAM03,RTC Complex,17.728,83.3128,2026-09-01 04:00:00,18,17.9,41.2,Low
CAM03,RTC Complex,17.728,83.3128,2026-09-01 05:00:00,13,11.6,52.9,Low
CAM03,RTC Complex,17.728,83.3128,2026-09-01 06:00:00,44,41.9,34.6,Medium
CAM03,RTC Complex,17.728,83.3128,2026-09-01 07:00:00,34,30.7,31.4,Low
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-08-31 08:00:00,68,76.4,12.8,High
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-08-31 09:00:00,72,88.8,10.1,High
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-08-31 10:00:00,60,52.9,32.9,Medium
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-08-31 11:00:00,41,50.8,28.2,Medium
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-08-31 12:00:00,44,48.7,34.7,Medium
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-08-31 13:00:00,56,57.9,23.3,Medium
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-08-31 14:00:00,49,53.1,34.6,Medium
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-08-31 15:00:00,66,59.2,34.8,Medium
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-08-31 16:00:00,46,39.6,33.7,Low
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-08-31 17:00:00,39,46.3,33.1,Medium
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-08-31 18:00:00,73,81.7,10.7,High
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-08-31 19:00:00,83,74.1,9.9,High
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-08-31 20:00:00,44,54.1,27.7,Medium
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-08-31 21:00:00,34,31.4,22.2,Low
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-08-31 22:00:00,17,19.7,35.5,Low
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-08-31 23:00:00,15,14.2,47.5,Low
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-09-01 00:00:00,12,12.4,50.9,Low
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-09-01 01:00:00,9,9.3,47.4,Low
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-09-01 02:00:00,4,5.2,39.0,Low
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-09-01 03:00:00,17,16.3,37.8,Low
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-09-01 04:00:00,5,5.7,44.9,Low
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-09-01 05:00:00,13,15.6,53.8,Low
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-09-01 06:00:00,53,49.9,22.8,Medium
CAM04,Beach Road - RK Beach,17.7104,83.3245,2026-09-01 07:00:00,33,33.7,20.1,Low
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-08-31 08:00:00,73,87.7,19.2,High
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-08-31 09:00:00,87,77.9,9.3,High
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-08-31 10:00:00,44,53.7,34.7,Medium
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-08-31 11:00:00,38,45.2,30.5,Medium
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-08-31 12:00:00,49,57.2,28.8,Medium
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-08-31 13:00:00,42,40.6,35.0,Medium
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-08-31 14:00:00,43,52.1,27.3,Medium
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-08-31 15:00:00,50,59.1,23.0,Medium
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-08-31 16:00:00,53,51.7,20.4,Medium
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-08-31 17:00:00,27,33.3,29.5,Low
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-08-31 18:00:00,103,88.0,19.2,High
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-08-31 19:00:00,93,88.9,18.7,High
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-08-31 20:00:00,51,53.1,29.0,Medium
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-08-31 21:00:00,31,30.5,32.8,Low
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-08-31 22:00:00,5,5.9,48.7,Low
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-08-31 23:00:00,15,18.6,39.0,Low
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-09-01 00:00:00,17,16.8,37.5,Low
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-09-01 01:00:00,14,16.3,43.6,Low
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-09-01 02:00:00,22,19.2,47.5,Low
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-09-01 03:00:00,4,5.8,51.7,Low
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-09-01 04:00:00,7,8.4,42.6,Low
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-09-01 05:00:00,8,10.3,51.8,Low
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-09-01 06:00:00,50,42.8,28.9,Medium
CAM05,Gajuwaka Junction,17.6868,83.2087,2026-09-01 07:00:00,32,39.1,30.5,Low
CAM06,MVP Colony Gate,17.744,83.3376,2026-08-31 08:00:00,77,87.5,10.0,High
CAM06,MVP Colony Gate,17.744,83.3376,2026-08-31 09:00:00,87,76.7,19.3,High
CAM06,MVP Colony Gate,17.744,83.3376,2026-08-31 10:00:00,50,43.6,32.1,Medium
CAM06,MVP Colony Gate,17.744,83.3376,2026-08-31 11:00:00,57,52.8,21.6,Medium
CAM06,MVP Colony Gate,17.744,83.3376,2026-08-31 12:00:00,34,30.7,33.4,Low
CAM06,MVP Colony Gate,17.744,83.3376,2026-08-31 13:00:00,38,47.4,30.3,Medium
CAM06,MVP Colony Gate,17.744,83.3376,2026-08-31 14:00:00,51,47.9,31.9,Medium
CAM06,MVP Colony Gate,17.744,83.3376,2026-08-31 15:00:00,45,38.4,34.5,Low
CAM06,MVP Colony Gate,17.744,83.3376,2026-08-31 16:00:00,45,39.2,34.0,Low
CAM06,MVP Colony Gate,17.744,83.3376,2026-08-31 17:00:00,32,33.1,27.0,Low
CAM06,MVP Colony Gate,17.744,83.3376,2026-08-31 18:00:00,67,80.8,16.7,High
CAM06,MVP Colony Gate,17.744,83.3376,2026-08-31 19:00:00,75,75.9,12.5,High
CAM06,MVP Colony Gate,17.744,83.3376,2026-08-31 20:00:00,52,46.3,25.1,Medium
CAM06,MVP Colony Gate,17.744,83.3376,2026-08-31 21:00:00,32,32.6,29.1,Low
CAM06,MVP Colony Gate,17.744,83.3376,2026-08-31 22:00:00,14,14.6,44.2,Low
CAM06,MVP Colony Gate,17.744,83.3376,2026-08-31 23:00:00,13,11.0,43.8,Low
CAM06,MVP Colony Gate,17.744,83.3376,2026-09-01 00:00:00,21,18.2,40.4,Low
CAM06,MVP Colony Gate,17.744,83.3376,2026-09-01 01:00:00,15,13.0,51.7,Low
CAM06,MVP Colony Gate,17.744,83.3376,2026-09-01 02:00:00,21,18.2,37.3,Low
CAM06,MVP Colony Gate,17.744,83.3376,2026-09-01 03:00:00,6,6.0,44.6,Low
CAM06,MVP Colony Gate,17.744,83.3376,2026-09-01 04:00:00,16,15.3,49.3,Low
CAM06,MVP Colony Gate,17.744,83.3376,2026-09-01 05:00:00,5,5.2,38.1,Low
CAM06,MVP Colony Gate,17.744,83.3376,2026-09-01 06:00:00,38,46.4,26.4,Medium
CAM06,MVP Colony Gate,17.744,83.3376,2026-09-01 07:00:00,54,49.6,20.7,Medium
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-08-31 08:00:00,74,83.1,15.6,High
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-08-31 09:00:00,93,79.2,13.4,High
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-08-31 10:00:00,35,32.7,28.6,Low
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-08-31 11:00:00,36,35.7,30.3,Low
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-08-31 12:00:00,31,36.2,24.1,Low
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-08-31 13:00:00,42,35.5,34.4,Low
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-08-31 14:00:00,50,45.5,20.2,Medium
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-08-31 15:00:00,35,36.1,27.5,Low
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-08-31 16:00:00,32,37.2,34.7,Low
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-08-31 17:00:00,40,35.1,33.2,Low
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-08-31 18:00:00,63,71.3,15.1,High
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-08-31 19:00:00,84,87.7,10.5,High
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-08-31 20:00:00,52,51.6,31.8,Medium
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-08-31 21:00:00,51,45.3,20.2,Medium
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-08-31 22:00:00,13,16.0,37.6,Low
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-08-31 23:00:00,15,15.5,36.5,Low
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-09-01 00:00:00,16,14.8,51.0,Low
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-09-01 01:00:00,15,19.0,42.7,Low
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-09-01 02:00:00,13,12.3,47.1,Low
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-09-01 03:00:00,4,5.3,43.9,Low
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-09-01 04:00:00,10,11.6,46.0,Low
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-09-01 05:00:00,10,9.4,47.1,Low
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-09-01 06:00:00,47,45.3,26.2,Medium
CAM07,Simhachalam Foothill Road,17.7647,83.2434,2026-09-01 07:00:00,40,46.2,24.4,Medium
CAM08,Rushikonda Junction,17.7809,83.3818,2026-08-31 08:00:00,78,92.7,18.6,High
CAM08,Rushikonda Junction,17.7809,83.3818,2026-08-31 09:00:00,82,93.0,15.4,High
CAM08,Rushikonda Junction,17.7809,83.3818,2026-08-31 10:00:00,33,34.6,34.6,Low
CAM08,Rushikonda Junction,17.7809,83.3818,2026-08-31 11:00:00,40,49.8,21.3,Medium
CAM08,Rushikonda Junction,17.7809,83.3818,2026-08-31 12:00:00,33,33.3,29.9,Low
CAM08,Rushikonda Junction,17.7809,83.3818,2026-08-31 13:00:00,53,46.9,29.6,Medium
CAM08,Rushikonda Junction,17.7809,83.3818,2026-08-31 14:00:00,48,50.5,24.8,Medium
CAM08,Rushikonda Junction,17.7809,83.3818,2026-08-31 15:00:00,36,39.4,26.9,Low
CAM08,Rushikonda Junction,17.7809,83.3818,2026-08-31 16:00:00,40,36.8,25.5,Low
CAM08,Rushikonda Junction,17.7809,83.3818,2026-08-31 17:00:00,40,43.5,34.3,Medium
CAM08,Rushikonda Junction,17.7809,83.3818,2026-08-31 18:00:00,69,76.0,15.2,High
CAM08,Rushikonda Junction,17.7809,83.3818,2026-08-31 19:00:00,71,74.8,8.7,High
CAM08,Rushikonda Junction,17.7809,83.3818,2026-08-31 20:00:00,63,57.5,23.9,Medium
CAM08,Rushikonda Junction,17.7809,83.3818,2026-08-31 21:00:00,42,43.8,34.4,Medium
CAM08,Rushikonda Junction,17.7809,83.3818,2026-08-31 22:00:00,17,18.0,41.5,Low
CAM08,Rushikonda Junction,17.7809,83.3818,2026-08-31 23:00:00,18,17.0,39.4,Low
CAM08,Rushikonda Junction,17.7809,83.3818,2026-09-01 00:00:00,10,10.2,44.4,Low
CAM08,Rushikonda Junction,17.7809,83.3818,2026-09-01 01:00:00,7,6.1,37.4,Low
CAM08,Rushikonda Junction,17.7809,83.3818,2026-09-01 02:00:00,10,10.1,43.3,Low
CAM08,Rushikonda Junction,17.7809,83.3818,2026-09-01 03:00:00,9,9.3,36.5,Low
CAM08,Rushikonda Junction,17.7809,83.3818,2026-09-01 04:00:00,15,14.0,38.1,Low
CAM08,Rushikonda Junction,17.7809,83.3818,2026-09-01 05:00:00,8,8.2,45.9,Low
CAM08,Rushikonda Junction,17.7809,83.3818,2026-09-01 06:00:00,43,51.4,30.1,Medium
CAM08,Rushikonda Junction,17.7809,83.3818,2026-09-01 07:00:00,41,37.5,20.7,Low
